n c 
  4.019e+06 -1.396e-03 
  4.019e+06 -1.396e-03 
  4.019e+06 -1.396e-03 
  4.019e+06 -1.396e-03 
  4.019e+06 -1.396e-03 
  4.019e+06 -1.396e-03 
  4.019e+06 -1.396e-03 
  4.020e+06 -1.396e-03 
  4.020e+06 -1.396e-03 
  4.020e+06 -1.396e-03 
  4.020e+06 -1.396e-03 
  4.020e+06 -1.396e-03 
  4.020e+06 -1.396e-03 
  4.020e+06 -1.396e-03 
  4.020e+06 -1.396e-03 
  4.020e+06 -1.396e-03 
  4.020e+06 -1.396e-03 
  4.020e+06 -1.396e-03 
  4.021e+06 -1.396e-03 
  4.021e+06 -1.396e-03 
  4.021e+06 -1.396e-03 
  4.021e+06 -1.396e-03 
  4.021e+06 -1.396e-03 
  4.021e+06 -1.396e-03 
  4.021e+06 -1.396e-03 
  4.021e+06 -1.396e-03 
  4.021e+06 -1.396e-03 
  4.022e+06 -1.396e-03 
  4.022e+06 -1.396e-03 
  4.022e+06 -1.396e-03 
  4.022e+06 -1.396e-03 
  4.022e+06 -1.396e-03 
  4.022e+06 -1.396e-03 
  4.022e+06 -1.396e-03 
  4.022e+06 -1.396e-03 
  4.022e+06 -1.396e-03 
  4.022e+06 -1.396e-03 
  4.022e+06 -1.396e-03 
  4.023e+06 -1.396e-03 
  4.023e+06 -1.396e-03 
  4.023e+06 -1.396e-03 
  4.023e+06 -1.396e-03 
  4.023e+06 -1.396e-03 
  4.023e+06 -1.396e-03 
  4.023e+06 -1.396e-03 
  4.023e+06 -1.396e-03 
  4.023e+06 -1.396e-03 
  4.024e+06 -1.396e-03 
  4.024e+06 -1.396e-03 
  4.024e+06 -1.396e-03 
  4.024e+06 -1.396e-03 
  4.024e+06 -1.396e-03 
  4.024e+06 -1.396e-03 
  4.024e+06 -1.396e-03 
  4.024e+06 -1.396e-03 
  4.024e+06 -1.396e-03 
  4.024e+06 -1.396e-03 
  4.024e+06 -1.396e-03 
  4.025e+06 -1.396e-03 
  4.025e+06 -1.396e-03 
  4.025e+06 -1.396e-03 
  4.025e+06 -1.396e-03 
  4.025e+06 -1.396e-03 
  4.025e+06 -1.396e-03 
  4.025e+06 -1.396e-03 
  4.025e+06 -1.396e-03 
  4.025e+06 -1.396e-03 
  4.026e+06 -1.396e-03 
  4.026e+06 -1.396e-03 
  4.026e+06 -1.396e-03 
  4.026e+06 -1.396e-03 
  4.026e+06 -1.396e-03 
  4.026e+06 -1.396e-03 
  4.026e+06 -1.396e-03 
  4.026e+06 -1.396e-03 
  4.026e+06 -1.396e-03 
  4.026e+06 -1.396e-03 
  4.026e+06 -1.396e-03 
  4.027e+06 -1.396e-03 
  4.027e+06 -1.396e-03 
