n c 
 4.245e+06 -1.696e-17 
 4.260e+06 -1.696e-17 
 4.275e+06 -1.696e-17 
 4.290e+06 -1.696e-17 
 4.305e+06 -1.696e-17 
 4.320e+06 -1.696e-17 
 4.335e+06 -1.696e-17 
 4.350e+06 -1.696e-17 
 4.365e+06 -1.696e-17 
 4.380e+06 -1.696e-17 
 4.395e+06 -1.696e-17 
 4.410e+06 -1.696e-17 
 4.425e+06 -1.696e-17 
 4.440e+06 -1.696e-17 
 4.455e+06 -1.696e-17 
 4.470e+06 -1.696e-17 
 4.485e+06 -1.696e-17 
 4.500e+06 -1.696e-17 
