n c 
  4.008e+06 -8.613e-3 
  4.008e+06 -8.613e-3 
  4.008e+06 -8.613e-3 
  4.008e+06 -8.613e-3 
  4.008e+06 -8.613e-3 
  4.009e+06 -8.613e-3 
  4.009e+06 -8.613e-3 
  4.009e+06 -8.613e-3 
  4.009e+06 -8.613e-3 
  4.009e+06 -8.613e-3 
  4.009e+06 -8.613e-3 
  4.009e+06 -8.613e-3 
  4.009e+06 -8.613e-3 
  4.009e+06 -8.613e-3 
  4.010e+06 -8.613e-3 
  4.010e+06 -8.613e-3 
  4.010e+06 -8.613e-3 
  4.010e+06 -8.613e-3 
  4.010e+06 -8.613e-3 
  4.010e+06 -8.613e-3 
  4.010e+06 -8.613e-3 
  4.010e+06 -8.613e-3 
  4.010e+06 -8.613e-3 
  4.010e+06 -8.613e-3 
  4.010e+06 -8.613e-3 
  4.011e+06 -8.613e-3 
  4.011e+06 -8.613e-3 
  4.011e+06 -8.613e-3 
  4.011e+06 -8.613e-3 
  4.011e+06 -8.613e-3 
  4.011e+06 -8.613e-3 
  4.011e+06 -8.613e-3 
  4.011e+06 -8.613e-3 
  4.011e+06 -8.613e-3 
  4.012e+06 -8.613e-3 
  4.012e+06 -8.613e-3 
  4.012e+06 -8.613e-3 
  4.012e+06 -8.613e-3 
  4.012e+06 -8.613e-3 
  4.012e+06 -8.613e-3 
  4.012e+06 -8.613e-3 
  4.012e+06 -8.613e-3 
  4.012e+06 -8.613e-3 
  4.012e+06 -8.613e-3 
  4.012e+06 -8.613e-3 
  4.013e+06 -8.613e-3 
  4.013e+06 -8.613e-3 
  4.013e+06 -8.613e-3 
  4.013e+06 -8.613e-3 
  4.013e+06 -8.613e-3 
  4.013e+06 -8.613e-3 
  4.013e+06 -8.613e-3 
  4.013e+06 -8.613e-3 
  4.013e+06 -8.613e-3 
  4.014e+06 -8.613e-3 
  4.014e+06 -8.613e-3 
  4.014e+06 -8.613e-3 
  4.014e+06 -8.613e-3 
  4.014e+06 -8.613e-3 
  4.014e+06 -8.613e-3 
  4.014e+06 -8.613e-3 
  4.014e+06 -8.613e-3 
  4.014e+06 -8.613e-3 
  4.014e+06 -8.613e-3 
  4.014e+06 -8.613e-3 
  4.015e+06 -8.613e-3 
  4.015e+06 -8.613e-3 
  4.015e+06 -8.613e-3 
  4.015e+06 -8.613e-3 
  4.015e+06 -8.613e-3 
  4.015e+06 -8.613e-3 
  4.015e+06 -8.613e-3 
  4.015e+06 -8.613e-3 
  4.015e+06 -8.613e-3 
  4.016e+06 -8.613e-3 
  4.016e+06 -8.613e-3 
  4.016e+06 -8.613e-3 
  4.016e+06 -8.613e-3 
  4.016e+06 -8.613e-3 
  4.016e+06 -8.613e-3 
  4.016e+06 -8.613e-3 
  4.016e+06 -8.613e-3 
  4.016e+06 -8.613e-3 
  4.016e+06 -8.613e-3 
  4.016e+06 -8.613e-3 
  4.017e+06 -8.613e-3 
  4.017e+06 -8.613e-3 
  4.017e+06 -8.613e-3 
  4.017e+06 -8.613e-3 
  4.017e+06 -8.613e-3 
  4.017e+06 -8.613e-3 
  4.017e+06 -8.613e-3 
  4.017e+06 -8.613e-3 
  4.017e+06 -8.613e-3 
  4.018e+06 -8.613e-3 
  4.018e+06 -8.613e-3 
  4.018e+06 -8.613e-3 
  4.018e+06 -8.613e-3 
  4.018e+06 -8.613e-3 
  4.018e+06 -8.613e-3 
  4.018e+06 -8.613e-3 
  4.018e+06 -8.613e-3 
  4.018e+06 -8.613e-3 
  4.018e+06 -8.613e-3 
  4.018e+06 -8.613e-3 
  4.019e+06 -8.613e-3 
  4.019e+06 -8.613e-3 
  4.019e+06 -8.613e-3 
  4.019e+06 -8.613e-3 
  4.019e+06 -8.613e-3 
  4.019e+06 -8.613e-3 
  4.019e+06 -8.613e-3 
  4.019e+06 -8.613e-3 
  4.019e+06 -8.613e-3 
  4.020e+06 -8.613e-3 
  4.020e+06 -8.613e-3 
  4.020e+06 -8.613e-3 
  4.020e+06 -8.613e-3 
  4.020e+06 -8.613e-3 
  4.020e+06 -8.613e-3 
