n c 
 2.820e+06 -2.511e-04 
 2.835e+06 -2.511e-04 
 2.850e+06 -2.511e-04 
 2.865e+06 -2.855e-04 
 2.880e+06 -2.855e-04 
 2.895e+06 -2.855e-04 
 2.910e+06 -2.855e-04 
 2.925e+06 -2.855e-04 
 2.940e+06 -2.855e-04 
 2.955e+06 -2.855e-04 
 2.970e+06 -2.855e-04 
 2.985e+06 -2.855e-04 
 3.000e+06 -2.855e-04 
 3.015e+06 -2.855e-04 
 3.030e+06 -2.855e-04 
 3.045e+06 -2.855e-04 
 3.060e+06 -2.855e-04 
 3.075e+06 -2.855e-04 
 3.090e+06 -2.855e-04 
 3.105e+06 -2.855e-04 
 3.120e+06 -2.855e-04 
 3.135e+06 -2.855e-04 
 3.150e+06 -2.855e-04 
 3.165e+06 -2.855e-04 
 3.180e+06 -2.855e-04 
 3.195e+06 -2.855e-04 
 3.210e+06 -2.855e-04 
 3.225e+06 -2.855e-04 
 3.240e+06 -2.855e-04 
 3.255e+06 -2.855e-04 
 3.270e+06 -2.855e-04 
 3.285e+06 -2.855e-04 
 3.300e+06 -2.855e-04 
 3.315e+06 -2.855e-04 
 3.330e+06 -2.855e-04 
 3.345e+06 -2.855e-04 
 3.360e+06 -2.855e-04 
 3.375e+06 -2.855e-04 
 3.390e+06 -2.855e-04 
 3.405e+06 -2.855e-04 
 3.420e+06 -2.855e-04 
 3.435e+06 -2.855e-04 
 3.450e+06 -2.855e-04 
 3.465e+06 -2.855e-04 
 3.480e+06 -2.855e-04 
 3.495e+06 -2.855e-04 
 3.510e+06 -2.855e-04 
 3.525e+06 -2.855e-04 
 3.540e+06 -2.855e-04 
 3.555e+06 -2.855e-04 
 3.570e+06 -2.855e-04 
 3.585e+06 -2.855e-04 
 3.600e+06 -2.855e-04 
 3.615e+06 -2.855e-04 
 3.630e+06 -2.855e-04 
 3.645e+06 -2.855e-04 
 3.660e+06 -2.855e-04 
 3.675e+06 -2.855e-04 
 3.690e+06 -2.855e-04 
 3.705e+06 -2.855e-04 
 3.720e+06 -2.855e-04 
 3.735e+06 -2.855e-04 
 3.750e+06 -2.855e-04 
 3.765e+06 -2.855e-04 
 3.780e+06 -2.855e-04 
 3.795e+06 -2.855e-04 
 3.810e+06 -2.855e-04 
 3.825e+06 -2.855e-04 
 3.840e+06 -2.855e-04 
 3.855e+06 -2.855e-04 
 3.870e+06 -2.855e-04 
 3.885e+06 -2.855e-04 
 3.900e+06 -2.855e-04 
 3.915e+06 -2.855e-04 
 3.930e+06 -2.855e-04 
 3.945e+06 -2.855e-04 
 3.960e+06 -2.855e-04 
 3.975e+06 -2.855e-04 
 3.990e+06 -2.855e-04 
 4.005e+06 -2.855e-04 
 4.020e+06 -2.855e-04 
 4.035e+06 -2.855e-04 
 4.050e+06 -2.855e-04 
 4.065e+06 -2.855e-04 
 4.080e+06 -2.855e-04 
 4.095e+06 -2.855e-04 
 4.110e+06 -2.855e-04 
 4.125e+06 -2.855e-04 
 4.140e+06 -2.855e-04 
 4.155e+06 -2.855e-04 
 4.170e+06 -2.855e-04 
 4.185e+06 -2.855e-04 
 4.200e+06 -2.855e-04 
 4.215e+06 -2.855e-04 
 4.230e+06 -2.855e-04 
 4.245e+06 -2.855e-04 
 4.260e+06 -2.855e-04 
 4.275e+06 -2.855e-04 
 4.290e+06 -2.855e-04 
 4.305e+06 -2.855e-04 
 4.320e+06 -2.855e-04 
 4.335e+06 -2.855e-04 
 4.350e+06 -2.855e-04 
 4.365e+06 -2.855e-04 
 4.380e+06 -2.855e-04 
 4.395e+06 -2.855e-04 
 4.410e+06 -2.855e-04 
 4.425e+06 -2.855e-04 
 4.440e+06 -2.855e-04 
 4.455e+06 -2.855e-04 
 4.470e+06 -2.855e-04 
 4.485e+06 -2.855e-04 
 4.500e+06 -2.855e-04 
